SystematicID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
SPBC1348.03	0.820692533403917	-3.11108726914518	2.22371537645105	-1.39904922279682	0.16179822292106	NA
SPATRNAPRO.03	0.806871987745197	-3.09180149953172	2.76897723860064	-1.11658610133401	0.264171337000323	NA
SPATRNASER.01	0.792918435490326	-3.06988258813237	2.69958809053383	-1.13716703629601	0.255468464279429	NA
SPNCRNA.383	0.642706879745183	-2.7644463027285	2.93314291035162	-0.942486059227541	0.345943845183603	NA
SPAC212.10	3.91972610436406	-2.70849750263271	1.20358513268376	-2.25035805867201	0.0244262251486757	NA
SPATRNAMET.01	0.50631586965876	-2.41010323200493	3.14796667580198	-0.765606335839284	0.443910573418281	NA
SPCTRNATHR.10	1.13244692773536	-2.38826827062266	1.90348862944889	-1.25467955714247	0.209595109767347	NA
SPNCRNA.118	0.47854177174517	-2.34051230259948	3.19144200537373	-0.73337140347797	0.46333193571939	NA
SPAC212.03	2.55828263179623	-1.99988599915847	1.31808480980131	-1.51726655545021	0.129199398566295	NA
SPBTRNASER.06	1.59729339272419	-1.910476947308	1.99548632230849	-0.957399169290146	0.33836581759147	NA
SPBTRNAPRO.07	3.22902185495354	-1.90456842141978	1.20139761654831	-1.58529399025422	0.112899553858538	NA
SPNCRNA.337	0.342150761658747	-1.84350673529775	4.03160274643341	-0.457263984386513	0.647481313270595	NA
SPRRNA.31	0.335240488829387	-1.81596927971849	3.60435731478538	-0.503826097448561	0.614383586822202	NA
SPNCRNA.222	0.816121888329721	-1.81443148911841	2.08409468298693	-0.870608952621078	0.383967706540735	NA
SPNCRNA.456	0.811026984564697	-1.8023993628783	2.34346098321756	-0.769118571115962	0.441822924456214	NA
SPNCRNA.230	0.797206438905977	-1.77869123937008	2.34778789573686	-0.75760303671377	0.448688661697034	NA
SPBTRNAARG.05	2.22851935456582	-1.77867955774377	1.57413524994737	-1.12994074543673	0.258501193476654	NA
SPNCRNA.352	0.788214783819981	-1.76516117703405	2.40376781928033	-0.734330979421515	0.462747041326797	NA
SPBTRNAGLY.04	0.321286936574516	-1.76385541560596	3.64689195859399	-0.48365990427805	0.628627253367291	NA
SPNCRNA.142	1.46756335422933	-1.7072979821412	1.59341332280728	-1.07147213952829	0.283957191314218	NA
SPNCRNA.147	1.46065308139997	-1.70085094607365	1.62745287962299	-1.04509996410321	0.295976770665224	NA
SPCTRNASER.07	0.300423111490286	-1.68048762456733	4.04627385926417	-0.415317322311184	0.677909622018409	NA
SPNCRNA.501	0.300423111490286	-1.68048762456733	4.04627385926417	-0.415317322311184	0.677909622018409	NA
SPNCRNA.160	5.11111278564517	-1.66961914919081	1.01620779171363	-1.6429899109269	0.100385020715317	NA
SPNCRNA.932	4.27334233202708	-1.64523853821235	0.999512575214021	-1.64604085932592	0.0997553470748138	NA
SPNCRNA.246	1.31095684008493	-1.52974819109395	1.87841361323727	-0.814383041260849	0.415425550768366	NA
SPCTRNALEU.11	1.33079003630896	-1.4682107998584	1.76414964279738	-0.83224844663987	0.405268723278947	NA
SPNCRNA.364	0.667858708245064	-1.4272235888216	2.50530776159413	-0.569679945394595	0.568894794487402	NA
SPBCPT2R1.06c	0.653905155990194	-1.39540116871878	2.21803771939889	-0.629115166308782	0.52927366210205	NA
SPNCRNA.201	8.11021490077522	-1.39360844292955	0.72622598539844	-1.91897353020899	0.0549876838387257	NA
SPBC1271.06c	0.64453119307025	-1.34850510652255	2.51210753317716	-0.536802301936908	0.591404181438742	NA
SPNCRNA.446	0.631092955245477	-1.34832870958164	2.52547557120631	-0.533891012431216	0.593416940575991	NA
SPBTRNAPHE.03	1.81205374364324	-1.33574914485218	1.48199306675037	-0.901319429099037	0.367418506392403	NA
SPNCRNA.254	1.17651420565899	-1.29653163236017	1.91641181106825	-0.6765412448786	0.498697068664901	NA
SPBCPT2R1.07c	25.1492633399556	-1.28707052237363	0.596195619019671	-2.15880573642922	0.0308652412704117	NA
SPBC21C3.18	7.57520517076032	-1.26104881007953	0.709151110539894	-1.77825119546025	0.0753626080400915	NA
SPNCRNA.122	1.16022996990968	-1.23665138301918	1.76022757006671	-0.702551990463545	0.482334990727718	NA
SPBPB21E7.10	1.15513506614466	-1.22452588544546	1.72303395133291	-0.710680067852512	0.477282513946319	NA
SPNCRNA.457	1.18057848056382	-1.217127898783	1.86697148627602	-0.651926345811929	0.514448688168213	NA
SPNCRNA.169	1.15971465547959	-1.19058254712344	1.86708974034609	-0.637667553624261	0.5236901109726	NA
SPNCRNA.729	1.12541259257058	-1.19053848836573	1.91566353172213	-0.621475780402553	0.534286625180702	NA
SPCTRNAPHE.04	2.1471356531495	-1.11526533806976	1.31554585327344	-0.847758620723616	0.396572412135482	NA
SPNCRNA.1619	9.6814212506577	-1.1032379022461	0.635365149869154	-1.73638403439864	0.0824959533418499	NA
SPATRNATYR.01	1.62664250272505	-1.09248157884898	1.52512899171534	-0.716320773379469	0.473793302644913	NA
SPNCRNA.808	6.40819016692366	-1.08698734777112	0.729656937375936	-1.48972385800956	0.136296858779706	NA
SPNCRNA.234	7.40035827751236	-1.06479006506015	0.724280613957048	-1.47013470268485	0.141525275242289	NA
SPBC359.02	799.923332860785	-1.05639005218468	0.762356136239162	-1.38569102020486	0.165841271359526	0.928182078338053
SPNCRNA.577	76.0067378946555	-1.01708109757021	0.535272600040899	-1.90011799126743	0.0574176371812613	NA
SPNCRNA.1623	12.5140614725782	-1.00359741980218	0.589897901356175	-1.70130698464074	0.0888853570998755	NA
SPNCRNA.1415	3.53108512771879	-1.00269277715325	1.20344127545239	-0.833187956575879	0.4047387337609	NA
SPNCRNA.278	10.814253982297	-1.00055929832455	0.586417252847441	-1.70622418332029	0.0879663477879051	NA
SPBCPT2R1.08c	123.580562519031	-0.981934163719853	0.697075568837605	-1.40864808295786	0.158939253514925	0.914754782512206
SPNCRNA.454	0.998395545404106	-0.958799318303618	2.0245565581387	-0.473584852173801	0.635795979523243	NA
SPCTRNASER.10	1.49323049715931	-0.953794801780614	1.55682824347888	-0.612652555460628	0.540106099810829	NA
SPBC1348.08c	1.0169286869939	-0.943717736467071	1.97596810613774	-0.477597656326386	0.632936599304932	NA
SPNCRNA.950	17.534992228017	-0.938452032996297	0.461434801686592	-2.03376951535982	0.0419748395044285	NA
SPNCRNA.935	872.286377018008	-0.937515087674267	0.591280314988182	-1.58556790055324	0.112837362647526	0.869736147145125
SPNCRNA.182	0.977531720319875	-0.925185310064193	1.98078228549726	-0.467080767451398	0.64044209364277	NA
SPCC338.02	1.47876163047434	-0.906942424539142	1.59268637742257	-0.569441942491427	0.569056260017363	NA
SPNCRNA.232	0.989021582484161	-0.899917193864893	1.97794482979145	-0.45497588219373	0.649126589869021	NA
SPATRNALYS.04	1.02332364539316	-0.898435262360536	2.27856007434822	-0.394299572117946	0.693359879151164	NA
SPNCRNA.1608	2.00543495504797	-0.89526942289192	1.43541166207889	-0.623702207905508	0.532823172816616	NA
SPATRNACYS.02	1.0164133725638	-0.892097445534993	1.97394138543984	-0.451937150776245	0.651314259905076	NA
SPNCRNA.444	0.508655497413925	-0.87575219863385	3.24078739912289	-0.270228216411503	0.786984686350188	NA
SPAC977.04	0.164165108000013	-0.875569960304828	4.0804728567969	-0.214575611953007	0.830098209879002	NA
SPAC9.04	0.164165108000013	-0.875569960304828	4.0804728567969	-0.214575611953007	0.830098209879002	NA
SPATRNAVAL.03	0.150211555745143	-0.875569960304828	4.0804728567969	-0.214575611953007	0.830098209879002	NA
SPATRNAPHE.02	0.150211555745143	-0.875569960304828	4.0804728567969	-0.214575611953007	0.830098209879002	NA
SPNCRNA.12	0.150211555745143	-0.875569960304828	4.0804728567969	-0.214575611953007	0.830098209879002	NA
SPATRNATHR.05	0.164165108000013	-0.875569960304828	4.0804728567969	-0.214575611953007	0.830098209879002	NA
SPAC750.03c	0.164165108000013	-0.875569960304828	4.0804728567969	-0.214575611953007	0.830098209879002	NA
SPBTRNATYR.03	0.164165108000013	-0.875569960304828	4.0804728567969	-0.214575611953007	0.830098209879002	NA
SPNCRNA.376	0.150211555745143	-0.875569960304828	4.0804728567969	-0.214575611953007	0.830098209879002	NA
SPNCRNA.384	0.164165108000013	-0.875569960304828	4.0804728567969	-0.214575611953007	0.830098209879002	NA
SPBC23G7.09	0.150211555745143	-0.875569960304828	4.0804728567969	-0.214575611953007	0.830098209879002	NA
SPNCRNA.541	0.150211555745143	-0.875569960304828	4.0804728567969	-0.214575611953007	0.830098209879002	NA
SPNCRNA.419	0.150211555745143	-0.875569960304828	4.0804728567969	-0.214575611953007	0.830098209879002	NA
SPCTRNAARG.10	0.150211555745143	-0.875569960304828	4.0804728567969	-0.214575611953007	0.830098209879002	NA
SPCTRNAVAL.11	0.150211555745143	-0.875569960304828	4.0804728567969	-0.214575611953007	0.830098209879002	NA
SPCTRNAGLN.05	0.164165108000013	-0.875569960304828	4.0804728567969	-0.214575611953007	0.830098209879002	NA
SPAC977.03	0.171075380829373	-0.875569960304828	4.0804728567969	-0.214575611953006	0.830098209879002	NA
SPATRNAGLY.02	0.171075380829373	-0.875569960304828	4.0804728567969	-0.214575611953006	0.830098209879002	NA
SPNCRNA.275	0.171075380829373	-0.875569960304828	4.0804728567969	-0.214575611953006	0.830098209879002	NA
SPNCRNA.107	0.171075380829373	-0.875569960304828	4.0804728567969	-0.214575611953006	0.830098209879002	NA
SPBTRNAMET.06	0.171075380829373	-0.875569960304828	4.0804728567969	-0.214575611953006	0.830098209879002	NA
SPCC330.05c	0.171075380829373	-0.875569960304828	4.0804728567969	-0.214575611953006	0.830098209879002	NA
SPCC417.15	0.171075380829373	-0.875569960304828	4.0804728567969	-0.214575611953006	0.830098209879002	NA
SPNCRNA.214	4274.81070160122	-0.853494977456568	0.0571798667179476	-14.9264946990279	2.216134477609e-50	1.24613241675954e-46
SPCTRNAASN.05	3.84052462794675	-0.847563343581348	1.07807097722459	-0.786185104215801	0.431759051489878	NA
SPNCRNA.452	0.501745224584565	-0.847279063775564	2.71878257370126	-0.311639140242872	0.755314784912644	NA
SPAC1786.04	4.27536480113599	-0.845236257953015	0.905777948493653	-0.933160560332341	0.350737074655515	NA
SPNCRNA.877	56.2786375757431	-0.839320024026917	0.384401939596789	-2.18344377998536	0.0290031448667325	NA
SPNCRNA.448	4.74635692328629	-0.830702700665405	0.833107393955833	-0.997113585465843	0.318709379444498	NA
SPATRNAPHE.01	0.9472939323157	-0.821934413511444	2.36417601198093	-0.347662106943869	0.728093957686855	NA
SPNCRNA.1065	2.80406327490882	-0.810456561566962	1.24936810231733	-0.648693175425023	0.516536716426075	NA
SPNCRNA.443	2.78251661181063	-0.806121739927844	1.15891839535233	-0.695581106625521	0.486691201607435	NA
SPCTRNASER.12	0.48974004799018	-0.802773862553818	2.72915510360003	-0.29414739436937	0.768645276452484	NA
SPNCRNA.1490	23.2065365853944	-0.782122208452843	0.417233391674377	-1.87454365844055	0.0608555304673481	NA
SPNCRNA.05	4.62180356621039	-0.781527005382156	0.883427942263585	-0.884652803011493	0.376343918337969	NA
SPNCRNA.136	0.494319637325107	-0.781431837866427	2.71971048896661	-0.287321698775131	0.773866009571826	NA
SPAC806.11	0.494319637325107	-0.781431837866427	2.71971048896661	-0.287321698775131	0.773866009571826	NA
SPNCRNA.212	0.494319637325107	-0.781431837866427	2.71971048896661	-0.287321698775131	0.773866009571826	NA
SPNCRNA.491	0.494319637325107	-0.781431837866427	2.71971048896661	-0.287321698775131	0.773866009571826	NA
SPCTRNASER.08	0.48282977516082	-0.781291295068305	2.73598883380859	-0.285560849303877	0.775214492999079	NA
SPNCRNA.81	0.480881399500335	-0.781267245429178	2.73880503651352	-0.285258437535125	0.775446152557409	NA
SPBTRNAHIS.02	0.480881399500335	-0.781267245429178	2.73880503651352	-0.285258437535125	0.775446152557409	NA
SPBTRNATYR.04	0.480881399500335	-0.781267245429178	2.73880503651352	-0.285258437535125	0.775446152557409	NA
SPAC2H10.04	6.95075080658865	-0.779844630647416	0.81933153106109	-0.951805955322462	0.341195401231456	NA
SPNCRNA.912	2.80303264604862	-0.772140201169626	1.19343405690078	-0.64699025195811	0.517638252453965	NA
SPBCPT2R1.04c	50.7246008084561	-0.771900162929315	0.483277529057012	-1.59721923019155	0.110216847600033	NA
SPNCRNA.137	5.53779456467401	-0.770611488271955	0.844978580898424	-0.911989375461567	0.361774310514761	NA
SPMIT.09	2590.9750086147	-0.766058129983778	0.655615056942035	-1.16845719431289	0.242622396086768	0.953775113564419
